매장이름,위도주소,경도주소,매장타입,매장주소,시도
명동메트로,37.565118,126.983681,general,서울특별시 중구 명동9가길 14 (을지로1가) 메트로호텔,서울특별시
숭례문,37.55874473,126.9730952,general,"서울특별시 중구 세종대로 17, 그레이츠 숭례 1층 (남대문로5가)",서울특별시
순화동더샵,37.5600608,126.9718379,general,"서울특별시 중구 칠패로 27, 1층 (순화동)",서울특별시
환구단,37.56459885,126.9792301,general,서울특별시 중구 소공로 112 (소공동),서울특별시
무교동,37.56792802,126.9792066,general,서울특별시 중구 무교로 21 (무교동) 코오롱빌딩 1층,서울특별시
문화일보,37.56712291,126.9686642,general,서울특별시 중구 새문안로 22 (충정로1가) 문화일보,서울특별시
태평로,37.56248285,126.9767928,general,"서울특별시 중구 세종대로 72, 대영빌딩 1층 (태평로2가)",서울특별시
퍼시픽타워,37.56132157,126.9730264,general,"서울특별시 중구 세종대로9길 41, 퍼시픽타워 1층 (서소문동)",서울특별시
남산단암,37.55853622,126.9754585,general,"서울특별시 중구 소월로 10, 단암빌딩 (남대문로5가)",서울특별시
황학캐슬,37.57124,127.022905,general,서울특별시 중구 청계천로 400 (황학동) 롯데캐슬베네치아,서울특별시
을지로삼화타워,37.566902,126.984707,general,서울특별시 중구 을지로5길 16 (을지로2가) 1층,서울특별시
소공로,37.5637273,126.9807681,general,"서울특별시 중구 남대문로7길 19, 삼영빌딩 1층 일부 (소공동)",서울특별시
을지로한국빌딩,37.565722,126.98329,general,"서울특별시 중구 을지로 50, 1층 (을지로 2가)",서울특별시
시청,37.56629,126.979808,general,"서울특별시 중구 을지로 19, 삼성화재삼성빌딩 1층 (을지로1가)",서울특별시
명동역,37.56086222,126.9831054,general,"서울특별시 중구 퇴계로 101, 건물 전체 (충무로 1가)",서울특별시
명동입구,37.563319,126.982242,general,서울특별시 중구 남대문로 68-1 (명동2가),서울특별시
장충라운지R,37.56103691,127.0073347,reserve,서울특별시 중구 장충단로4길 25 (장충동1가),서울특별시
충무로,37.56149598,126.9928231,general,서울특별시 중구 충무로 3 (필동1가),서울특별시
이마트타워,37.56074346,126.9725284,general,서울특별시 중구 세종대로7길 37 (순화동) 1층,서울특별시
동호로,37.5534784,127.0113052,general,서울특별시 중구 동호로 171 (신당동),서울특별시
무교로,37.56722072,126.9790766,general,서울특별시 중구 무교로 15 (무교동),서울특별시
청계크리스탈스퀘어,37.5679,126.98933,general,서울특별시 중구 청계천로 106 (수표동),서울특별시
숭례문SG타워,37.5581293,126.9742637,general,서울특별시 중구 세종대로 14 (남대문로5가),서울특별시
세종대로,37.568678,126.976493,general,서울특별시 중구 세종대로 135-5 (태평로1가),서울특별시
동대문디자인플라자,37.56743,127.009758,general,서울특별시 중구 을지로 281 (을지로7가) 디자인장터,서울특별시
별다방,37.5602013,126.9829327,reserve,서울특별시 중구 퇴계로 100 (회현동2가),서울특별시
포포인츠명동,37.5657211,126.9893426,general,서울특별시 중구 삼일대로10길 36 (저동2가),서울특별시
명동남산,37.560809,126.986397,general,서울특별시 중구 퇴계로 132 (남산동3가),서울특별시
명일역,37.55255452,127.1438858,general,서울특별시 강동구 양재대로 1647 (명일동),서울특별시
강동구청DT,37.52938777,127.1238477,generalDT,서울특별시 강동구 성내로 32 (성내동),서울특별시
강동암사DT,37.55511597,127.1299705,generalDT,서울특별시 강동구 고덕로 43 (암사동),서울특별시
굽은다리역,37.54531155,127.1430176,general,"서울특별시 강동구 양재대로 1568 (명일동, 원일타워)",서울특별시
강동역,37.536047,127.133086,general,"서울특별시 강동구 천호대로 1089 (천호동, 강동 헤르셔)",서울특별시
둔촌동,37.52264171,127.1339866,general,서울특별시 강동구 양재대로 1303 (성내동) 평원빌딩,서울특별시
천호로데오,37.5378069,127.1273094,reserve,서울특별시 강동구 천호대로 1037 (천호동),서울특별시
천호이마트,37.53898428,127.1251705,general,서울특별시 강동구 천호대로 1015-14 (천호동) 이마트별관,서울특별시
길동역,37.53870167,127.1401395,general,서울특별시 강동구 양재대로 1487 (길동),서울특별시
상일동,37.55094836,127.1740954,general,"서울특별시 강동구 상일로10길 36, 1~2층 (상일동)",서울특별시
명일이마트,37.55417877,127.1561341,general,서울특별시 강동구 동남로75길 5 (명일동) 명일이마트별관주차장,서울특별시
상일동역,37.55756654,127.1707636,general,"서울특별시 강동구 고덕로 399 (고덕동, 고덕센트럴푸르지오)",서울특별시
천호사거리,37.539702,127.123542,general,서울특별시 강동구 올림픽로 651 (천호동),서울특별시
강일역,37.55747469,127.1735107,general,"서울특별시 강동구 고덕로 429 (강일동), 1층",서울특별시
올림픽공원북2문,37.5241832,127.1286775,general,서울특별시 강동구 강동대로 199 (성내동),서울특별시
강동강일,37.57219484,127.17494,general,서울특별시 강동구 아리수로93나길 54 (강일동),서울특별시
천호대로길동,37.534651,127.13721,general,서울특별시 강동구 천호대로 1131 거산 유팰리스,서울특별시
천호역,37.53795191,127.1245793,general,"서울특별시 강동구 천호대로 1012, 태승빌딩 (성내동)",서울특별시
구로디지털타워,37.48347219,126.8968567,general,서울특별시 구로구 디지털로32길 30 (구로동),서울특별시
오류동역,37.4962155,126.8448614,general,서울특별시 구로구 경인로 216 (오류동),서울특별시
구로디지털로,37.48569917,126.8959915,general,"서울특별시 구로구 디지털로33길 11, 에이스테크노8차 1층 (구로동)",서울특별시
구로에이스,37.48423377,126.8945605,general,"서울특별시 구로구 디지털로 285, 에이스트윈타워1차 103호 (구로동)",서울특별시
구로하이엔드,37.481618,126.893136,general,"서울특별시 구로구 디지털로26길 5, 에이스하이엔드타워1차 103호 (구로동)",서울특별시
현대디큐브2F,37.50945298,126.8896841,general,서울특별시 구로구 경인로 662 (신도림동),서울특별시
구로호텔,37.4831293,126.8988591,general,"서울특별시 구로구 디지털로32길 72, 구로호텔 1층 (구로동)",서울특별시
현대디큐브B2,37.50924828,126.8899813,general,서울특별시 구로구 경인로 662 (신도림동),서울특별시
구로고척,37.49706,126.86315,general,서울특별시 구로구 경인로 387 (고척동),서울특별시
구로NC,37.501219,126.882798,general,서울특별시 구로구 구로중앙로 152 (구로동) 구로NC,서울특별시
구로오류DT,37.48812923,126.8344919,generalDT,서울특별시 구로구 서해안로 2233 (오류동),서울특별시
구로구청,37.49395067,126.8867612,general,"서울특별시 구로구 가마산로 232 (구로동, 스페스큐브), B101호",서울특별시
고척아이파크,37.49930563,126.8582209,general,"서울특별시 구로구 경인로43길 49 (고척동, 고척아이파크), 1층 D-101호",서울특별시
신도림힐스테이트,37.50686003,126.8846381,general,서울특별시 구로구 경인로 625 (신도림동),서울특별시
답십리역,37.568466,127.051106,general,서울특별시 동대문구 천호대로 263 (답십리동),서울특별시
경희대삼거리,37.591531,127.052017,general,서울특별시 동대문구 회기로 141 (회기동),서울특별시
외대정문,37.5953464,127.0590302,general,서울특별시 동대문구 이문로 93 (이문동),서울특별시
신설동역,37.5767228,127.0255446,general,서울특별시 동대문구 왕산로 19 (신설동),서울특별시
회기역사거리,37.590784,127.056098,general,서울특별시 동대문구 이문로 37 (회기동),서울특별시
장한평역,37.562337,127.065511,general,서울특별시 동대문구 장한로 10 (장안동),서울특별시
경희대,37.5928812,127.0528085,general,서울특별시 동대문구 경희대로 16-1 (회기동),서울특별시
청량리역롯데캐슬스카이,37.57924927,127.0453311,general,"서울특별시 동대문구 답십리로 27 (전농동, 청량리역 롯데캐슬 SKY-L65)",서울특별시
경동1960,37.5796141,127.038685,general,서울특별시 동대문구 고산자로36길 3 (제기동),서울특별시
사이버한국외대,37.5960508,127.0607612,general,서울특별시 동대문구 휘경로 6 (이문동),서울특별시
청량리역사,37.58056532,127.0485648,general,서울특별시 동대문구 왕산로 214 (전농동) 청량리역사 Connect Place6층,서울특별시
답십리초교사거리,37.56825403,127.0572409,general,서울특별시 동대문구 전농로 38 (답십리동),서울특별시
장안사거리,37.5727209,127.0700927,general,서울특별시 동대문구 답십리로 267 (장안동),서울특별시
서울숲역,37.54186897,127.044899,general,서울특별시 성동구 왕십리로 50 (성수동1가) 1층,서울특별시
금호역,37.5479939,127.0153343,general,서울특별시 성동구 동호로 99 (금호동4가),서울특별시
뚝섬역,37.546432,127.049042,general,서울특별시 성동구 아차산로 42 (성수동1가),서울특별시
황학사거리,37.567598,127.023713,general,"서울특별시 성동구 왕십리로 410 (하왕십리동, 센트라스)",서울특별시
성수역,37.543193,127.056943,general,서울특별시 성동구 성수이로 94 (성수동2가),서울특별시
상왕십리역,37.56511028,127.0280198,general,서울특별시 성동구 왕십리로 382 (하왕십리동),서울특별시
왕십리역,37.5627541,127.0339072,general,서울특별시 성동구 왕십리로 326 (도선동),서울특별시
한양대,37.55726984,127.0421649,general,"서울특별시 성동구 왕십리로 225 (행당동) 1,2층",서울특별시
엔터식스,37.56175811,127.0383328,general,서울특별시 성동구 왕십리광장로 17 (행당동),서울특별시
신금호역,37.5549672,127.0201447,general,서울특별시 성동구 금호로 158-1 (금호동1가) 1~5층 전체,서울특별시
왕십리역9번출구,37.56054272,127.0352673,general,서울특별시 성동구 고산자로 234 (행당동),서울특별시
성수,37.54446208,127.0554133,general,서울특별시 성동구 아차산로 104 (성수동2가),서울특별시
옥수,37.5430298,127.0133661,general,서울특별시 성동구 독서당로 202 (옥수동),서울특별시
성수낙낙,37.547326,127.066367,general,서울특별시 성동구 광나루로8길 31 (성수동2가) 성수낙낙 1층 101~107호,서울특별시
효창공원앞역,37.539305,126.96306,general,"서울특별시 용산구 백범로 313 (효창동, 용산 롯데캐슬 센터포레)",서울특별시
서울역서부,37.555165,126.968446,general,서울특별시 용산구 만리재로 202 (서계동),서울특별시
이태원역,37.534273,126.994789,general,서울특별시 용산구 이태원로 188 (이태원동),서울특별시
한강진역R,37.537131,127.00098,reserve,서울특별시 용산구 이태원로 252 (한남동),서울특별시
용산역써밋R,37.527586,126.965401,reserve,"서울특별시 용산구 한강대로 69 (한강로2가, 용산푸르지오써밋)",서울특별시
이촌,37.518605,126.977271,general,서울특별시 용산구 이촌로 276 (이촌동),서울특별시
신용산역,37.528702,126.966757,general,"서울특별시 용산구 한강대로 95 (한강로2가, 래미안용산)",서울특별시
용산파크타워,37.523818,126.970389,general,"서울특별시 용산구 서빙고로 67 (용산동5가, 파크타워)",서울특별시
남영동,37.542831,126.972242,general,서울특별시 용산구 한강대로 275 (갈월동),서울특별시
한남동R,37.53485,127.010919,reserve,서울특별시 용산구 독서당로 94 (한남동),서울특별시
서울타워,37.551102,126.988317,general,서울특별시 용산구 남산공원길 105 (용산동2가) YTN서울타워 1층,서울특별시
서울역동자동,37.551752,126.972694,general,서울특별시 용산구 한강대로 372 (동자동),서울특별시
순천향입구,37.533394,127.00563,general,서울특별시 용산구 대사관로 67 (한남동),서울특별시
숙대,37.54460479,126.9672252,general,서울특별시 용산구 청파로47길 57 (청파동3가),서울특별시
동빙고,37.52900453,126.9917628,general,서울특별시 용산구 장문로 12 (동빙고동),서울특별시
숙대입구역,37.54422578,126.971957,general,서울특별시 용산구 한강대로 291 (갈월동),서울특별시
용산아이파크몰6F,37.52890681,126.9646345,general,서울특별시 용산구 한강대로23길 55,서울특별시
동부이촌동,37.52111,126.96905,general,서울특별시 용산구 이촌로 198 (이촌동),서울특별시
숙명여대정문,37.54474797,126.964842,general,서울특별시 용산구 청파로47길 100 (청파동2가) 프라임관B1F(로비층),서울특별시
용산해링턴스퀘어,37.52653796,126.9673621,general,서울특별시 용산구 서빙고로 17 (한강로3가),서울특별시
경리단길,37.53854,126.98737,general,서울특별시 용산구 회나무로 3 (이태원동),서울특별시
서울역사,37.554157,126.9717936,general,서울특별시 용산구 한강대로 405 (동자동) 신-101호,서울특별시
용산리첸시아,37.538571,126.967409,general,"서울특별시 용산구 백범로 341 (원효로1가, 리첸시아 용산)",서울특별시
용산전자랜드,37.53286106,126.9610009,general,서울특별시 용산구 청파로 74 (한강로3가),서울특별시
상봉,37.597842,127.092509,general,"서울특별시 중랑구 상봉로 131 (상봉동, 상봉 듀오트리스 주상복합)",서울특별시
중랑역,37.5930326,127.0747358,general,서울특별시 중랑구 망우로30길 3 (상봉동),서울특별시
중랑구청,37.60538908,127.0957558,general,서울특별시 중랑구 신내로 72,서울특별시
사가정역,37.579594,127.087966,general,서울특별시 중랑구 면목로 310,서울특별시
상봉역,37.59689,127.08647,general,서울특별시 중랑구 망우로 307 (상봉동),서울특별시
묵동,37.615368,127.076633,general,"서울특별시 중랑구 동일로 952 (묵동, 로프트원 태릉입구역) 1층",서울특별시
양원역,37.60665363,127.1063598,general,서울특별시 중랑구 양원역로10길 3 (망우동),서울특별시
중화역,37.60170912,127.0784114,general,서울특별시 중랑구 봉화산로 35 1층,서울특별시
김해진영DT,35.30600409,128.7317532,generalDT,경상남도 김해시 진영읍 여래로20번길 34-26 ,경상남도 
신세계김해,35.22848288,128.8730456,general,경상남도 김해시 김해대로 2232 신세계백화점 1층,경상남도 
김해이마트,35.22999743,128.8721359,general,경상남도 김해시 김해대로 2232 김해이마트 1층,경상남도 
김해대로DT,35.227992,128.896545,generalDT,경상남도 김해시 김해대로 2465 ,경상남도 
김해외동DT,35.22962555,128.8629482,generalDT,경상남도 김해시 분성로 146 (외동),경상남도 
김해율하,35.176597,128.812782,general,경상남도 김해시 율하카페길 77 (관동동) 1층,경상남도 
김해삼계,35.261527,128.871614,general,경상남도 김해시 가야로 182 (삼계동),경상남도 
김해내동,35.2371519,128.8675208,general,경상남도 김해시 경원로 67 (내동),경상남도 
서김해IC DT,35.2038772,128.8379706,generalDT,경상남도 김해시 금관대로 820-22 (명법동),경상남도 
김해주촌DT,35.2352833,128.843496,generalDT,경상남도 김해시 주촌면 선천로 99 ,경상남도 
김해가야로DT,35.2409026,128.8843414,generalDT,경상남도 김해시 가야로 450 (동상동),경상남도 
장유대청,35.19048248,128.8014588,general,경상남도 김해시 계동로 213 (대청동),경상남도 
장유율하,35.17158032,128.822641,general,경상남도 김해시 율하6로 67 1층 105호 (장유동),경상남도 
진영신도시,35.3074088,128.7352952,general,경상남도 김해시 진영읍 장등로10번길 1 ,경상남도 
김해율하신도시,35.170945,128.813901,general,경상남도 김해시 율하3로 32 (율하동),경상남도 
김해금관대로DT,35.23987203,128.8609005,generalDT,경상남도 김해시 금관대로 1293 (내동),경상남도 
밀양DT,35.4853274,128.7512487,generalDT,경상남도 밀양시 밀양대로 1792 (삼문동),경상남도 
경남사천DT,35.08098006,128.083555,generalDT,경상남도 사천시 사천읍 사천대로 1844 ,경상남도 
사천벌리,34.9411367,128.0863809,general,경상남도 사천시 주공로 31 (벌리동),경상남도 
진주평거,35.172324,128.060063,general,경상남도 진주시 진양호로 206 BYC빌딩1층,경상남도 
진주칠암DT,35.1749073,128.0929658,generalDT,경상남도 진주시 진주대로829번길 2 (주약동),경상남도 
진주중안,35.1929303,128.0830383,general,경상남도 진주시 진양호로527번길 3 (중안동),경상남도 
진주신안,35.1843723,128.06821,general,경상남도 진주시 진양호로 353 (신안동),경상남도 
진주경상대,35.15241245,128.1057139,general,경상남도 진주시 진주대로 510 (가좌동),경상남도 
진주초전DT,35.197388,128.116032,generalDT,경상남도 진주시 대신로 411 (초전동),경상남도 
진주혁신도시,35.180806,128.143995,general,경상남도 진주시 에나로127번길 30 (충무공동),경상남도 
경상대칠암캠퍼스,35.17852605,128.0936233,general,경상남도 진주시 동진로 22 (칠암동),경상남도 
마산회원DT,35.2206567,128.5744344,generalDT,경상남도 창원시 마산회원구 3·15대로 518 (회원동),경상남도 
창원상남로,35.22125334,128.6812353,general,경상남도 창원시 성산구 상남로 88 (상남동),경상남도 
마산역DT,35.2362004,128.5805449,generalDT,경상남도 창원시 마산회원구 3·15대로 715 (석전동),경상남도 
마산해안대로DT,35.20451032,128.5809559,generalDT,경상남도 창원시 마산합포구 해안대로 383 (오동동),경상남도 
진해자은DT,35.143793,128.706881,generalDT,경상남도 창원시 진해구 진해대로 962 (자은동),경상남도 
창원역DT,35.257066,128.607861,generalDT,경상남도 창원시 의창구 의창대로 68 (팔용동),경상남도 
창원호계DT,35.261507,128.523036,generalDT,경상남도 창원시 마산회원구 내서읍 호원로 315 ,경상남도 
창원마창대교,35.170623,128.597273,general,경상남도 창원시 성산구 삼귀로 159 (귀곡동),경상남도 
삼성창원병원,35.24256504,128.5924601,general,경상남도 창원시 마산회원구 팔용로 158 (합성동),경상남도 
마산터미널,35.2381341,128.58327,general,경상남도 창원시 마산회원구 합성남로 6-1 (합성동),경상남도 
진해용원,35.101122,128.809896,general,경상남도 창원시 진해구 안골로 336 (용원동) 형제빌딩,경상남도 
창원리베라,35.223387,128.680163,general,경상남도 창원시 성산구 중앙대로100번길 9 (상남동),경상남도 
창원상남중앙,35.222756,128.684363,general,경상남도 창원시 성산구 마디미로 20 (상남동),경상남도 
창원상남동R,35.22446767,128.6839546,reserve,경상남도 창원시 성산구 상남로 132 (상남동),경상남도 
신세계마산,35.21936342,128.5867544,general,경상남도 창원시 마산합포구 합포로 251 (산호동) 신세계백화점 내 지하1층,경상남도 
창원시티세븐,35.2401056,128.6535354,general,경상남도 창원시 성산구 원이대로 320 (대원동),경상남도 
경남대,35.178461,128.5586,general,경상남도 창원시 마산합포구 월영남로 3 (해운동),경상남도 
창원용지호수,35.229881,128.68189,general,경상남도 창원시 성산구 용지로169번길 1 (용호동),경상남도 
마산월남동DT,35.18582229,128.5612262,generalDT,경상남도 창원시 마산합포구 3·15대로 70 (월남동2가),경상남도 
마산봉암로DT,35.21881954,128.5993184,generalDT,경상남도 창원시 마산회원구 봉양로 118 (봉암동),경상남도 
진해경화역DT,35.15925054,128.6918206,generalDT,경상남도 창원시 진해구 진해대로 698 (경화동),경상남도 
창원반림,35.23604324,128.6717447,general,경상남도 창원시 성산구 반송로 150 (반림동),경상남도 
창원유니시티,35.25650979,128.6252909,general,경상남도 창원시 의창구 중동중앙로 47 (중동),경상남도 
창원NC파크R,35.22342934,128.582693,reserve,"경상남도 창원시 마산회원구 삼호로 63 (양덕동), 창원NC파크",경상남도 
창원중앙역,35.238753,128.701406,general,경상남도 창원시 의창구 용동로 91 (사림동),경상남도 
진해부산신항,35.08841817,128.8147388,general,경상남도 창원시 진해구 신항동로 121 (용원동) 112호,경상남도 
창원경상대병원,35.1988988,128.7069843,general,경상남도 창원시 성산구 삼정자로 11 (성주동),경상남도 
창원대로DT,35.2095616,128.6836819,generalDT,경상남도 창원시 성산구 성산패총로 182 (가음정동),경상남도 
창원사파,35.22305938,128.7007985,general,"경상남도 창원시 성산구 창이대로689번길 4-4 (사파동) 1,2층",경상남도 
진해장천,35.13083915,128.7035713,general,"경상남도 창원시 진해구 충장로 662 (장천동), [108호, 109호, 110호, 111호]",경상남도 
창원파티마병원,35.23679725,128.6458312,general,경상남도 창원시 의창구 창이대로 45 (명서동),경상남도 
창원내서,35.24903122,128.510681,general,경상남도 창원시 마산회원구 내서읍 광려천서로 81 ,경상남도 
마산진동DT,35.114308,128.482418,generalDT,경상남도 창원시 마산합포구 진동면 삼진의거대로 589-1 ,경상남도 
통영이마트,34.8865975,128.4178953,general,경상남도 통영시 광도면 죽림4로 9 ,경상남도 
통영죽림,34.882242,128.422815,general,경상남도 통영시 광도면 죽림해안로 64-72 ,경상남도 
통영북신DT,34.85475379,128.4281621,generalDT,경상남도 통영시 중앙로 273 (북신동),경상남도 
거제대로DT,34.894667,128.641559,generalDT,경상남도 거제시 거제대로 4521 (수월동),경상남도 
거제고현,34.8907709,128.6221848,general,경상남도 거제시 거제중앙로 1936 (고현동),경상남도 
소노캄거제,34.84384342,128.7023603,general,경상남도 거제시 일운면 거제대로 2660 1층 110호,경상남도 
거제옥포DT,34.88899099,128.6915736,generalDT,경상남도 거제시 거제대로 3718 (옥포동),경상남도 
거제장평,34.892974,128.608744,general,경상남도 거제시 장평3로 43 (장평동),경상남도 
남양산IC DT,35.319987,129.030485,generalDT,경상남도 양산시 동면 양산대로 532,경상남도 
양산증산역,35.30898019,129.0094573,general,경상남도 양산시 물금읍 증산역로 177 ,경상남도 
양산가촌,35.31714691,129.0014987,general,경상남도 양산시 물금읍 야리로 25 ,경상남도 
양산덕계DT,35.37610689,129.155523,generalDT,경상남도 양산시 웅상대로 860 (덕계동),경상남도 
양산터미널,35.3353404,129.02685,general,경상남도 양산시 양산역1길 7 (중부동) 양산시외버스터미널,경상남도 
양산범어,35.32874352,129.0143071,general,경상남도 양산시 물금읍 범어로 62,경상남도 
양산이마트,35.33706607,129.0269016,general,"경상남도 양산시 양산역6길 12, 양산이마트 1층 (중부동)",경상남도 
양산물금DT,35.30753544,128.9864005,generalDT,경상남도 양산시 물금읍 황산로 346 ,경상남도 
양산신기DT,35.35505007,129.0383178,generalDT,경상남도 양산시 양산대로 947 (신기동),경상남도 
영남대아트센터,35.83186414,128.753292,general,경상북도 경산시 대학로 280 (대동) 영남대학교,경상북도 
영남대중앙도서관,35.8331655,128.7580143,general,경상북도 경산시 대학로 280 (조영동) 영남대학교,경상북도 
영남대,35.836968,128.753065,general,"경상북도 경산시 청운로 16, 1~3층 (대동)",경상북도 
대구가톨릭대,35.907786,128.812463,general,경상북도 경산시 하양읍 하양로 18 ,경상북도 
경산이마트,35.83462404,128.7201809,general,경상북도 경산시 옥산로 227 (중산동) 경산이마트,경상북도 
대구대학교,35.89736987,128.8497583,general,경상북도 경산시 진량읍 대구대로 201 ,경상북도 
경산임당역DT,35.83375032,128.7456584,generalDT,경상북도 경산시 대학로 208 (계양동),경상북도 
경산중산,35.8302967,128.7197424,general,"경상북도 경산시 펜타힐즈로 74 (중산동) 109호,110호,111호,112호",경상북도 
경산하양DT,35.904849,128.823882,generalDT,경상북도 경산시 진량읍 대학로 1417 ,경상북도 
경산무학,35.91728236,128.813156,general,경상북도 경산시 하양읍 서사도리9로 21 ,경상북도 
경주보문,35.836607,129.284983,general,경상북도 경주시 보문로 537 (천군동),경상북도 
경주터미널DT,35.838226,129.203324,generalDT,경상북도 경주시 태종로 686 (사정동),경상북도 
경주대릉원,35.8339927,129.2149807,general,경상북도 경주시 첨성로 125 (황남동),경상북도 
경주보문호수DT,35.8532391,129.2686877,generalDT,경상북도 경주시 보문로 132-6 (북군동),경상북도 
경주중앙,35.842119,129.212469,general,경상북도 경주시 원효로 105-1 (노동동),경상북도 
경주보문로DT,35.838831,129.285953,generalDT,"경상북도 경주시 보문로 510-6, 외 1번지(신평동 719-220) (천군동)",경상북도 
경주용강DT,35.86773846,129.2244546,generalDT,경상북도 경주시 산업로 4350 (용강동),경상북도 
경주충효DT,35.84453851,129.1747577,generalDT,경상북도 경주시 태종로 406 (충효동),경상북도 
구미상모DT,36.0823172,128.3563847,generalDT,경상북도 구미시 금오대로 439 (상모동),경상북도 
구미도량DT,36.138474,128.316815,generalDT,경상북도 구미시 야은로 312 (도량동),경상북도 
구미옥계,36.138285,128.419563,general,경상북도 구미시 옥계북로 20 (양포동),경상북도 
구미시청DT,36.1176314,128.3416068,generalDT,경상북도 구미시 송정대로 27 (송정동),경상북도 
구미금오산DT,36.12245,128.323746,generalDT,경상북도 구미시 금오산로 205 (남통동),경상북도 
구미인동,36.10782366,128.4184985,general,"경상북도 구미시 인동가산로 9-3, 노블레스타워 1층 (황상동)",경상북도 
구미공단,36.10177277,128.3858544,general,"경상북도 구미시 1공단로 212, HALLA SIGMA VALLEY 106 (공단동)",경상북도 
구미인의DT,36.095564,128.431144,generalDT,경상북도 구미시 인동북길 149 (인의동),경상북도 
구미광평DT,36.10374,128.36359,generalDT,경상북도 구미시 구미대로 188 (광평동),경상북도 
구미문성DT,36.16082979,128.3430458,generalDT,경상북도 구미시 고아읍 들성로 207 ,경상북도 
구미확장단지,36.1559544,128.4300241,general,경상북도 구미시 산동읍 신당1로4길 19 ,경상북도 
상주무양DT,36.42618534,128.1572021,generalDT,경상북도 상주시 영남제일로 1683 (무양동),경상북도 
영주가흥,36.8229113,128.6102345,general,경상북도 영주시 영주로 90 (가흥동),경상북도 
경북도청대로,36.57473426,128.4854955,general,경상북도 예천군 호명면 수변로 113 ,경상북도 
포항쌍용DT,36.0155,129.352589,generalDT,경상북도 포항시 남구 중흥로 122 (상도동),경상북도 
포항오천,35.9642032,129.4027158,general,경상북도 포항시 남구 오천읍 원동로 15,경상북도 
포항대이,36.025372,129.339307,general,경상북도 포항시 남구 포스코대로 124 (대잠동),경상북도 
포항이마트,35.99122075,129.398508,general,"경상북도 포항시 남구 냉천로 10, 이마트 포항점 1층 (인덕동)",경상북도 
포항시청,36.018247,129.342089,general,경상북도 포항시 남구 시청로 5 (대잠동),경상북도 
포항송도,36.0356471,129.3794457,general,경상북도 포항시 남구 송도해안길 54 (송도동),경상북도 
포항IC DT,36.0354995,129.3330309,generalDT,경상북도 포항시 남구 희망대로 353 (이동),경상북도 
포항세명기독병원,36.017825,129.362026,general,경상북도 포항시 남구 포스코대로 351 (대도동),경상북도 
포항포스코DT,35.9965778,129.387641,generalDT,경상북도 포항시 남구 동해안로6213번길 15-15 (동촌동),경상북도 
김천구미역,36.116366,128.181653,general,경상북도 김천시 혁신3로 26 (율곡동),경상북도 
김천시청DT,36.13260785,128.1176702,generalDT,경상북도 김천시 시청로 47 (대신동),경상북도 
김천부곡DT,36.12816,128.1013,generalDT,경상북도 김천시 시민로 47 (부곡동),경상북도 
안동이마트,36.558505,128.699308,general,경상북도 안동시 옥동1길 2 (옥동),경상북도 
안동병원,36.547024,128.70064,general,경상북도 안동시 앙실로 11 (수상동),경상북도 
안동시청,36.5663574,128.7311385,general,경상북도 안동시 서동문로 173 (삼산동),경상북도 
안동강변DT,36.5622205,128.7398468,generalDT,경상북도 안동시 육사로 327 (법흥동),경상북도 
안동옥동,36.56228943,128.7015363,general,경상북도 안동시 광명로 166 (옥동),경상북도 
영천완산DT,35.9670208,128.9488634,generalDT,경상북도 영천시 영화로 272 (완산동),경상북도 
포항죽도DT,36.018521,129.347918,generalDT,경상북도 포항시 북구 새천년대로 486 699-1 에스오일,경상북도 
포항장성DT,36.074535,129.384214,generalDT,경상북도 포항시 북구 새천년대로 1255 (장성동),경상북도 
포항양덕,36.0815505,129.3981614,general,경상북도 포항시 북구 장량로 162 (양덕동),경상북도 
포항중앙,36.038713,129.364099,general,경상북도 포항시 북구 불종로 41 (신흥동),경상북도 
포항영일대비치,36.0549919,129.3769806,general,경상북도 포항시 북구 삼호로 186 (항구동),경상북도 
포항법원DT,36.088505,129.385016,generalDT,경상북도 포항시 북구 신덕로 287 (장성동),경상북도 
포항화진해수욕장,36.25155249,129.3733477,general,경상북도 포항시 북구 송라면 동해대로3218번길 40 (송라면),경상북도 
포항중앙로DT,36.030707,129.366266,generalDT,경상북도 포항시 북구 중앙로 197 (죽도동),경상북도 
포항초곡DT,36.09407365,129.3431827,generalDT,경상북도 포항시 북구 흥해읍 동해대로 1354 ,경상북도 
포항두호DT,36.0610094,129.370226,generalDT,경상북도 포항시 북구 새천년대로 1031 (창포동),경상북도 
광양LF,34.963281,127.566205,general,전라남도 광양시 광양읍 순광로 466 ,전라남도 
광양마동DT,34.94026921,127.7057147,generalDT,전라남도 광양시 백운로 1267 (마동),전라남도 
목포터미널DT,34.8101683,126.4169697,generalDT,전라남도 목포시 영산로 495 (상동),전라남도 
목포하당,34.803958,126.419806,general,전라남도 목포시 백년대로 293 (상동),전라남도 
목포북항DT,34.8086337,126.3732658,generalDT,전라남도 목포시 고하대로 694 (산정동),전라남도 
목포옥암,34.807386,126.4272671,general,전라남도 목포시 백년대로375번길 1 (옥암동),전라남도 
목포평화광장,34.796986,126.43495,general,전라남도 목포시 미항로 137 (상동),전라남도 
목포이마트,34.811595,126.425164,general,전라남도 목포시 옥암로 138 (옥암동),전라남도 
목포용해DT,34.8221766,126.3941505,generalDT,전라남도 목포시 대양로 133 (용해동),전라남도 
