매장이름,위도주소,경도주소,매장타입,매장주소,시도
역삼아레나빌딩,37.501087,127.043069,general,서울특별시 강남구 언주로 425 (역삼동),서울특별시
논현역사거리,37.510178,127.022223,general,서울특별시 강남구 강남대로 538 (논현동),서울특별시
신사역성일빌딩,37.5139309,127.0206057,general,서울특별시 강남구 강남대로 584 (논현동),서울특별시
국기원사거리,37.499517,127.031495,general,서울특별시 강남구 테헤란로 125 (역삼동),서울특별시
대치재경빌딩,37.494668,127.062583,general,서울특별시 강남구 남부순환로 2947 (대치동),서울특별시
봉은사역,37.515,127.063196,general,서울특별시 강남구 봉은사로 619 (삼성동),서울특별시
압구정윤성빌딩,37.5227934,127.0286009,general,서울특별시 강남구 논현로 834 (신사동),서울특별시
코엑스별마당,37.51015,127.060275,general,서울특별시 강남구 영동대로 513 (삼성동),서울특별시
삼성역섬유센터R,37.50775,127.060651,reserve,서울특별시 강남구 테헤란로 518 (대치동),서울특별시
압구정R,37.5273669,127.033061,reserve,서울특별시 강남구 언주로 861 (신사동),서울특별시
수서역R,37.488008,127.10265,reserve,서울특별시 강남구 광평로 281 (수서동),서울특별시
양재강남빌딩R,37.485192,127.036685,reserve,서울특별시 강남구 남부순환로 2621 (도곡동),서울특별시
선릉동신빌딩R,37.505321,127.050409,reserve,서울특별시 강남구 테헤란로 409 (삼성동),서울특별시
봉은사로선정릉,37.51131683,127.0484634,general,서울특별시 강남구 봉은사로 446 (삼성동),서울특별시
강남오거리,37.502117,127.026672,general,서울특별시 강남구 봉은사로2길 39 (역삼동),서울특별시
스타필드코엑스몰R,37.50999,127.061455,reserve,서울특별시 강남구 영동대로 513 (삼성동) 코엑스 A106호,서울특별시
강남구청정문,37.518181,127.045995,general,서울특별시 강남구 학동로 419 (청담동),서울특별시
도곡공원,37.492805,127.041309,general,서울특별시 강남구 도곡로 205 (역삼동),서울특별시
강남R,37.497711,127.028439,reserve,서울특별시 강남구 강남대로 390 (역삼동),서울특별시
대치은마사거리,37.498973,127.060172,general,서울특별시 강남구 도곡로 457 (대치동),서울특별시
청담영동대로,37.522156,127.056449,general,서울특별시 강남구 영동대로 720 (청담동),서울특별시
압구정,37.526283,127.02956,general,서울특별시 강남구 압구정로30길 17 (신사동),서울특별시
신사가로수,37.521933,127.022521,general,서울특별시 강남구 가로수길 59 ,서울특별시
청담스타R,37.525216,127.041827,reserve,서울특별시 강남구 도산대로57길 24 (청담동),서울특별시
강남우성,37.492396,127.03091,general,서울특별시 강남구 강남대로 328 (역삼동),서울특별시
학동사거리,37.5223645,127.0379543,general,서울특별시 강남구 도산대로 328 (논현동),서울특별시
대치사거리,37.503331,127.058817,general,서울특별시 강남구 삼성로 402 (대치동),서울특별시
포스코사거리,37.5075307,127.0574271,general,서울특별시 강남구 테헤란로 505 (삼성동) 화진빌딩,서울특별시
을지병원사거리,37.5191632,127.0286446,general,"서울특별시 강남구 논현로 752 (논현동,구산빌딩)",서울특별시
신사역,37.5162021,127.0207428,general,서울특별시 강남구 도산대로 108 (논현동) 렉스타워,서울특별시
도곡역,37.492167,127.057398,general,서울특별시 강남구 남부순환로 2909 (대치동),서울특별시
서울세관사거리,37.514887,127.035653,general,서울특별시 강남구 언주로 650 (논현동) 한국건설기술인협회,서울특별시
청담사거리,37.5236351,127.0468651,general,서울특별시 강남구 도산대로 458 (청담동) 리츠타워,서울특별시
한티역,37.496801,127.055055,general,"서울특별시 강남구 도곡로 408, 디마크빌딩 101호 (대치동)",서울특별시
역삼초교사거리,37.4941059,127.0329973,general,서울특별시 강남구 역삼로 123 (역삼동),서울특별시
코엑스몰,37.513715,127.059245,general,서울특별시 강남구 영동대로 513 (삼성동) O103호,서울특별시
가로수길,37.5231593,127.021625,general,"서울특별시 강남구 논현로175길 94, 1~2층 (신사동)",서울특별시
역삼대로,37.501623,127.039375,general,"서울특별시 강남구 테헤란로 211, 한국고등교육재단빌딩 1층 (역삼동)",서울특별시
역삼포스코,37.499721,127.033582,general,"서울특별시 강남구 테헤란로 134, P&amp;S TOWER (역삼동)",서울특별시
강남대로,37.50314,127.025546,general,"서울특별시 강남구 강남대로 456, 한석타워 2층 1-2호 (역삼동)",서울특별시
청담,37.5243631,127.0515599,general,"서울특별시 강남구 도산대로 532, 인희빌딩 1층 (청담동)",서울특별시
삼성도심공항,37.5097863,127.0579134,general,서울특별시 강남구 테헤란로87길 33 (삼성동),서울특별시
삼성교,37.507794,127.06517,general,"서울특별시 강남구 영동대로86길 12, 동남유화빌딩 1층",서울특별시
학동역,37.51464884,127.0307302,general,서울특별시 강남구 논현로 704 (논현동),서울특별시
대치,37.49966175,127.0622171,general,서울특별시 강남구 도곡로 511 (대치동),서울특별시
신세계푸드마켓도곡,37.490298,127.054895,general,"서울특별시 강남구 언주로30길 57, 타워팰리스Ⅱ F 지하1층 (도곡동)",서울특별시
삼성,37.50689646,127.0557187,general,"서울특별시 강남구 테헤란로 443, 애플트리타워 1층 (삼성동)",서울특별시
선릉세화빌딩,37.50377562,127.051196,general,서울특별시 강남구 테헤란로64길 18 (대치동) 1층,서울특별시
압구정역,37.52674095,127.0281105,general,"서울특별시 강남구 압구정로 170, 관영빌딩 1층 지하1층 (신사동)",서울특별시
압구정로,37.52680046,127.0347174,general,서울특별시 강남구 압구정로42길 32 (신사동),서울특별시
구역삼사거리,37.49592355,127.0388645,general,서울특별시 강남구 논현로 401 (역삼동),서울특별시
큰길타워,37.50236693,127.0407,general,"서울특별시 강남구 테헤란로 223, 큰길타워빌딩 (역삼동)",서울특별시
강남구청역,37.5165849,127.0412433,general,"서울특별시 강남구 선릉로 669, 웰빙센터 1층 (논현동)",서울특별시
대치역,37.493554,127.061874,general,서울특별시 강남구 남부순환로 2936 (대치동) 107호,서울특별시
포이,37.47781106,127.0451411,general,서울특별시 강남구 논현로 88 (개포동),서울특별시
아크플레이스,37.49971982,127.0349084,general,서울특별시 강남구 테헤란로 142 (역삼동),서울특별시
학여울역,37.49803646,127.0684943,general,서울특별시 강남구 영동대로 215 (대치동),서울특별시
선정릉역,37.5107549,127.0445597,general,서울특별시 강남구 봉은사로 407 (삼성동) 에프오빌딩,서울특별시
삼성현대힐,37.51350444,127.0527375,general,서울특별시 강남구 삼성로 605 (삼성동),서울특별시
GS타워,37.5018592,127.0372776,general,서울특별시 강남구 논현로 508 (역삼동),서울특별시
압구정미소,37.52391271,127.0280721,general,서울특별시 강남구 논현로 841 (신사동),서울특별시
선릉역,37.50393894,127.0485135,general,"서울특별시 강남구 테헤란로 334, LG화재 빌딩 (역삼동)",서울특별시
코엑스사거리,37.515351,127.060109,general,서울특별시 강남구 영동대로 616 (삼성동),서울특별시
역삼럭키,37.492209,127.039389,general,서울특별시 강남구 도곡로 183 (역삼동),서울특별시
신압구정,37.528115,127.036441,general,서울특별시 강남구 언주로174길 29 (신사동),서울특별시
아크로힐스논현,37.50901331,127.0403524,general,"서울특별시 강남구 봉은사로 304, 금강빌딩 1-2층 (역삼동)",서울특별시
강남비젼타워,37.4964557,127.0296885,general,"서울특별시 강남구 테헤란로2길 27, 1층 101호 (역삼동)",서울특별시
압구정로데오역,37.526549,127.040437,general,"서울특별시 강남구 선릉로 836, 삼원빌딩 1,2층 (청담동)",서울특별시
르네상스사거리,37.502721,127.044308,general,서울특별시 강남구 테헤란로 306 (역삼동),서울특별시
포스코,37.50576458,127.0580449,general,"서울특별시 강남구 삼성로86길 7, 1층 (대치동)",서울특별시
선릉로,37.50498119,127.0468081,general,"서울특별시 강남구 선릉로93길 22, 대흥빌딩 1층 (역삼동)",서울특별시
논현힐탑,37.51159269,127.0321931,general,서울특별시 강남구 논현로 648 (논현동),서울특별시
도산가로수길,37.5173623,127.0232957,general,"서울특별시 강남구 도산대로 134, 2층 (논현동)",서울특별시
매봉역,37.4859095,127.0452879,general,서울특별시 강남구 남부순환로 2736 (도곡동),서울특별시
대치한티,37.4984818,127.052066,general,서울특별시 강남구 선릉로 324 (대치동),서울특별시
개포동,37.48285514,127.0607152,general,서울특별시 강남구 선릉로 34 (개포동),서울특별시
수서역사거리,37.48732679,127.1031401,general,서울특별시 강남구 광평로 280 (수서동),서울특별시
코엑스아셈타워,37.513019,127.059838,general,서울특별시 강남구 영동대로 517 (삼성동),서울특별시
센터필드R,37.50369465,127.0417208,reserve,서울특별시 강남구 테헤란로 231 (역삼동),서울특별시
도산사거리,37.51966,127.0341,general,서울특별시 강남구 언주로 727 (논현동),서울특별시
강남세곡,37.46727432,127.0999297,general,서울특별시 강남구 헌릉로569길 18 (세곡동),서울특별시
대치삼성,37.500313,127.066961,general,서울특별시 강남구 영동대로 237 (대치동),서울특별시
언주역,37.50777566,127.0365883,general,서울특별시 강남구 봉은사로 222 (역삼동),서울특별시
강남역신분당역사,37.49705725,127.0281807,general,서울특별시 강남구 강남대로 396 (역삼동),서울특별시
삼성역,37.50920696,127.0656085,general,서울특별시 강남구 테헤란로 620 (대치동),서울특별시
테헤란로아남타워,37.50383,127.04487,general,서울특별시 강남구 테헤란로 311 (역삼동),서울특별시
강남논현,37.50789786,127.0233386,general,서울특별시 강남구 강남대로 512 (논현동),서울특별시
삼성동,37.51084337,127.0636334,general,서울특별시 강남구 영동대로96길 12 (삼성동),서울특별시
청담역,37.51944073,127.0495527,general,서울특별시 강남구 삼성로 709 (청담동),서울특별시
압구정현대아파트,37.52521971,127.0256602,general,서울특별시 강남구 논현로175길 38 (신사동),서울특별시
강남청담빌딩,37.517887,127.041375,general,서울특별시 강남구 선릉로 704 (청담동),서울특별시
역삼이마트,37.499367,127.048425,general,서울특별시 강남구 역삼로 310 (역삼동),서울특별시
강남세곡DT,37.46699381,127.1183308,generalDT,서울특별시 강남구 헌릉로 727 (세곡동),서울특별시
미아뉴타운,37.618319,127.021072,general,서울특별시 강북구 삼양로 161 (미아동),서울특별시
강북구청사거리,37.63998786,127.0274331,general,서울특별시 강북구 도봉로 365 (수유동),서울특별시
미아사거리역,37.611809,127.0306971,general,서울특별시 강북구 도봉로 32 (미아동),서울특별시
수유역,37.6380167,127.026135,general,서울특별시 강북구 도봉로 342 (번동),서울특별시
미아역,37.626148,127.026578,general,서울특별시 강북구 도봉로 196 (미아동),서울특별시
수유역5번출구,37.63672268,127.0233221,general,"서울특별시 강북구 도봉로 315 (수유동, 에피소드 수유 838)",서울특별시
파라스파라서울,37.6641955,127.0104073,general,서울특별시 강북구 삼양로 689 (우이동) 파라스파라서울 지하1층,서울특별시
발산역사거리,37.558509,126.835096,general,서울특별시 강서구 공항대로 248 (마곡동),서울특별시
마곡역,37.559611,126.826298,general,서울특별시 강서구 공항대로 168 (마곡동),서울특별시
우장산역,37.54951004,126.8360616,general,서울특별시 강서구 강서로 267 (내발산동),서울특별시
마곡사이언스타워R,37.5605261,126.833887,reserve,서울특별시 강서구 마곡동로 62 (마곡동),서울특별시
방화DT,37.57445683,126.8164881,generalDT,서울특별시 강서구 방화대로 375 (방화동),서울특별시
마곡나루역,37.56813,126.82614,general,서울특별시 강서구 마곡중앙로 161-17 (마곡동),서울특별시
마곡GMG,37.560487,126.829667,general,"서울특별시 강서구 마곡중앙6로 16 (마곡동) 117,118,119,120호",서울특별시
가양역,37.56164,126.853327,general,서울특별시 강서구 양천로 476 (등촌동),서울특별시
화곡DT,37.53501075,126.863188,generalDT,서울특별시 강서구 등촌로 57 (화곡동),서울특별시
양천향교역,37.566964,126.840731,general,서울특별시 강서구 강서로 463 (마곡동),서울특별시
화곡동,37.54061902,126.837388,general,서울특별시 강서구 화곡로 142(화곡동),서울특별시
등촌,37.5582043,126.8443392,general,서울특별시 강서구 공항대로 329 (등촌동),서울특별시
염창역,37.547359,126.874436,general,서울특별시 강서구 공항대로 627 (염창동),서울특별시
발산역,37.56030145,126.8391335,general,서울특별시 강서구 강서로 388 (등촌동) 그랜드마트,서울특별시
까치산역,37.53232351,126.8461233,general,서울특별시 강서구 강서로13길 3 (화곡동),서울특별시
염창대로,37.54854791,126.8782593,general,"서울특별시 강서구 양천로 744 (염창동), 101호",서울특별시
발산역5번출구,37.55792247,126.8405403,general,"서울특별시 강서구 강서로52길 43 (내발산동, DH647), 1층 일부",서울특별시
화곡역8번출구,37.54227921,126.8393,general,"서울특별시 강서구 강서로 179 (화곡동), 1층 일부",서울특별시
강서우장산,37.54661115,126.8361133,general,"서울특별시 강서구 강서로 231 (화곡동, 우장산역 해링턴 타워), 116/117/118/119/120호",서울특별시
등촌대로,37.55049218,126.8665096,general,"서울특별시 강서구 공항대로 543 (염창동, 센터스퀘어)",서울특별시
가양역사거리,37.56007,126.855372,general,"서울특별시 강서구 화곡로 416 (등촌동) 가양더스카이벨리5차 지식산업센터 101, 102, 114,~117호",서울특별시
내발산,37.55467,126.83672,general,"서울특별시 강서구 강서로 323 (내발산동), 101/102호",서울특별시
마곡웰튼,37.56714289,126.8253152,general,"서울특별시 강서구 마곡중앙5로 22 (마곡동), 104/105/106호",서울특별시
김포공항DT,37.56627942,126.8060664,generalDT,서울특별시 강서구 개화동로 517 (방화동),서울특별시
강서NC,37.560088,126.840534,general,서울특별시 강서구 강서로56길 17 (등촌동),서울특별시
마곡나루공원,37.567007,126.822246,general,서울특별시 강서구 마곡중앙5로 47 (마곡동),서울특별시
송정역,37.56105571,126.8115099,general,"서울특별시 강서구 공항대로 38 (공항동), 1층 일부",서울특별시
강서구청사거리,37.5549266,126.8523133,general,서울특별시 강서구 화곡로 350 (화곡동),서울특별시
낙성대역,37.47776013,126.9611426,general,서울특별시 관악구 남부순환로 1908 (봉천동),서울특별시
관악서울대입구R,37.47932481,126.952702,reserve,서울특별시 관악구 관악로 158 (봉천동),서울특별시
신림DT,37.480935,126.908407,generalDT,서울특별시 관악구 남부순환로 1419 (신림동),서울특별시
서울대역,37.48166265,126.9520165,general,서울특별시 관악구 남부순환로 1817 (봉천동),서울특별시
낙성대DT,37.47624317,126.9651172,generalDT,서울특별시 관악구 남부순환로 1948 (봉천동),서울특별시
사당,37.476137,126.980928,general,서울특별시 관악구 남부순환로 2082-25,서울특별시
보라매대교,37.491449,126.925432,general,서울특별시 관악구 보라매로3길 23 (봉천동) 1층,서울특별시
신림,37.48609493,126.9291602,general,서울특별시 관악구 신림로 355-1 (신림동),서울특별시
신림타임스트림,37.48407102,126.9302583,general,서울특별시 관악구 신림로 330 타임스트림 1층,서울특별시
서울대입구역,37.48120739,126.9514006,general,서울특별시 관악구 남부순환로 1812 (봉천동),서울특별시
서울대입구역8번출구,37.4812061,126.9536942,general,서울특별시 관악구 남부순환로 1831 (봉천동),서울특별시
봉천역,37.48203753,126.9422878,general,서울특별시 관악구 남부순환로 1730 (봉천동),서울특별시
건국대,37.5415592,127.0711244,general,서울특별시 광진구 능동로 117 (화양동),서울특별시
어린이대공원역,37.551946,127.076404,general,서울특별시 광진구 능동로 243 (군자동),서울특별시
아차산역,37.55062116,127.0900321,general,서울특별시 광진구 천호대로 676 (구의동),서울특별시
올림픽대교북단,37.541129,127.09524,general,서울특별시 광진구 광나루로 608 (구의동),서울특별시
구의DT,37.54529839,127.0871967,generalDT,서울특별시 광진구 광나루로 519 (구의동),서울특별시
자양사거리,37.5371158,127.0825821,general,서울특별시 광진구 아차산로 355,서울특별시
군자역,37.55702607,127.0791098,general,서울특별시 광진구 천호대로 548 (군자동) 중앙빌딩,서울특별시
광나루,37.54737112,127.1060487,general,"서울특별시 광진구 아차산로 607, 1,2층 (광장동)",서울특별시
건대스타시티,37.538544,127.073009,general,서울특별시 광진구 아차산로 262 (자양동),서울특별시
건대입구,37.5406604,127.0707225,general,서울특별시 광진구 능동로 107 (화양동),서울특별시
구의역,37.53698,127.084015,general,서울특별시 광진구 아차산로 373 (구의동),서울특별시
광장,37.54261258,127.0996405,general,서울특별시 광진구 아차산로 537-17 (광장동),서울특별시
건국클래식,37.538466,127.071271,general,서울특별시 광진구 능동로 90 (자양동) 더 클래식500,서울특별시
건대후문,37.54603056,127.0738193,general,서울특별시 광진구 능동로 172 (화양동),서울특별시
중곡역,37.56505701,127.0844523,general,"서울특별시 광진구 능동로 400 (중곡동) 1층 108,109,110,111,112,118 6개호실",서울특별시
자양이마트,37.537817,127.072597,general,서울특별시 광진구 아차산로 272 (자양동) 지하1층,서울특별시
자양역,37.53268464,127.0678785,general,"서울특별시 광진구 능동로 18 (자양동, 이튼타워리버3차)",서울특별시
화양삼거리,37.54774853,127.0712692,general,서울특별시 광진구 광나루로 374 (화양동),서울특별시
군자사거리,37.55769507,127.0790879,general,서울특별시 광진구 천호대로 549 (중곡동) 1층,서울특별시
금천구청역,37.45588673,126.8956825,general,"서울특별시 금천구 시흥대로73길 67 (시흥동), 엠메디컬타워 1층",서울특별시
가산에스케이,37.48082409,126.8810008,general,"서울특별시 금천구 가산디지털1로 171 (가산동), SK V1센터 1층",서울특별시
독산사거리,37.47158263,126.8986055,general,서울특별시 금천구 시흥대로 426 (독산동),서울특별시
금천시흥,37.44875938,126.9032388,general,서울특별시 금천구 시흥대로 164 (시흥동),서울특별시
가산디지털단지역,37.48135375,126.8835891,general,"서울특별시 금천구 벚꽃로 298 (가산동), 대륭포스트타워 6차 1층",서울특별시
금천독산,37.46957081,126.8956578,general,서울특별시 금천구 두산로 70 (독산동),서울특별시
가산디지털,37.47997009,126.8825072,general,"서울특별시 금천구 가산디지털1로 168 (가산동), 우림라이온스밸리 B동 1층",서울특별시
마리오아울렛,37.47860691,126.8848483,general,서울특별시 금천구 벚꽃로 266 마리오아울렛3관,서울특별시
가산브이타워,37.4770041,126.8835506,general,"서울특별시 금천구 가산디지털1로 128 (가산동), V-TOWER 1층",서울특별시
가산그레이트,37.4795508,126.8872719,general,"서울특별시 금천구 디지털로9길 32, 갑을그레이트밸리 1층 (가산동)",서울특별시
독산역,37.46770967,126.887674,general,"서울특별시 금천구 가산디지털1로 16 (가산동), 107-2, 1층",서울특별시
가산퍼블릭,37.47574363,126.886848,general,"서울특별시 금천구 디지털로 178 (가산동), B동 F Park 1층",서울특별시
가산현대아울렛,37.47768044,126.8888406,general,"서울특별시 금천구 디지털로10길 9 (가산동), 1층 일부",서울특별시
가산케이에스,37.48089352,126.8851557,general,"서울특별시 금천구 벚꽃로36길 30 (가산동), 가산KS타워 1층",서울특별시
가산어반워크,37.48002317,126.878251,general,서울특별시 금천구 가산디지털2로 135 (가산동),서울특별시
월계역,37.6295,127.0574,general,"서울특별시 노원구 초안산로2라길26 월계동(104,105,106호)",서울특별시
월계트레이더스,37.62800551,127.0613542,general,서울특별시 노원구 마들로3길 15 (월계동),서울특별시
상계초교사거리,37.656776,127.066442,general,서울특별시 노원구 노원로 449 (상계동),서울특별시
공릉DT,37.6206884,127.0743116,generalDT,서울특별시 노원구 동일로 1015 (공릉동),서울특별시
노원마들역,37.66102597,127.0580777,general,"서울특별시 노원구 노원로 569 (상계동, 임광아파트)",서울특별시
공릉역,37.626337,127.072252,general,서울특별시 노원구 동일로 1081 (공릉동),서울특별시
은행사거리,37.65048737,127.0759861,general,"서울특별시 노원구 중계로 217, 중흥빌딩 103,203호 (중계동)",서울특별시
노원KT,37.654562,127.063617,general,"서울특별시 노원구 노해로 502, (주)KT 노원사옥 (상계동)",서울특별시
광운대,37.6231479,127.0607009,general,서울특별시 노원구 석계로 104 (월계동),서울특별시
중계역,37.64817,127.062244,general,"서울특별시 노원구 동일로 1339, 대한빌딩 (상계동)",서울특별시
노원역,37.654751,127.060034,general,서울특별시 노원구 동일로 1413 (상계동) 1층,서울특별시
월계이마트,37.62710414,127.0620785,general,서울특별시 노원구 마들로3길 15 (월계동),서울특별시
태릉입구역DT,37.61942,127.07932,generalDT,서울특별시 노원구 화랑로 469 (공릉동),서울특별시
노원상계,37.651535,127.061026,general,서울특별시 노원구 동일로215길 2 (상계동),서울특별시
노원구청,37.6539896,127.057755,general,서울특별시 노원구 노해로 447 (상계동),서울특별시
창동이마트,37.65165849,127.046866,general,서울특별시 도봉구 노해로65길 4 (창동),서울특별시
쌍문역,37.648456,127.034783,general,서울특별시 도봉구 도봉로 480 (창동),서울특별시
도봉구청,37.66950348,127.046038,general,서울특별시 도봉구 마들로 665 (도봉동),서울특별시
쌍문도봉로,37.6453516,127.0331011,general,서울특별시 도봉구 도봉로 444 (창동),서울특별시
도봉로DT,37.66118059,127.0416301,generalDT,서울특별시 도봉구 도봉로 635 (쌍문동),서울특별시
방학역,37.6653125,127.0433125,general,"서울특별시 도봉구 도봉로 684 (방학동)101,102,113,114,115호",서울특별시
창동역,37.65450211,127.0496725,general,서울특별시 도봉구 마들로13길 61 (창동),서울특별시
노량진동,37.513068,126.946537,general,"서울특별시 동작구 노량진로 190 (노량진동, 고려교육타워-어바니엘한강) 101호~105호",서울특별시
남성역,37.4841198,126.9725739,general,서울특별시 동작구 사당로 219 (사당동),서울특별시
상도역,37.5031936,126.9484581,general,서울특별시 동작구 상도로37길 1 (상도1동),서울특별시
보라매공원R,37.49191014,126.9235484,reserve,"서울특별시 동작구 보라매로5길 35 (신대방동, 파크스퀘어,보라매현대APT)",서울특별시
이수자이,37.484414,126.980047,general,서울특별시 동작구 사당로 300 (사당동 이수자이),서울특별시
노량진역,37.51339,126.940879,general,서울특별시 동작구 노량진로 134 (노량진동),서울특별시
신대방삼거리역,37.50034872,126.9319876,general,서울특별시 동작구 상도로 102 (상도동),서울특별시
중앙대,37.506933,126.958125,general,서울특별시 동작구 흑석로 75-1 (흑석동),서울특별시
숭실대입구역,37.4968346,126.9527123,general,서울특별시 동작구 상도로 354 (상도동),서울특별시
숭실대,37.49538073,126.9548891,general,서울특별시 동작구 사당로 4 (상도동),서울특별시
사당역,37.47849216,126.9813456,general,"서울특별시 동작구 동작대로 21, 양지빌딩 1-3층 (사당동)",서울특별시
서강대프라자,37.551073,126.943096,general,서울특별시 마포구 백범로 35 (신수동),서울특별시
상암YTN,37.57931427,126.8922104,general,서울특별시 마포구 상암산로 76 (상암동),서울특별시
마포용강동,37.541186,126.942209,general,서울특별시 마포구 토정로 295 (용강동),서울특별시
홍대입구역사거리R,37.554636,126.92036,reserve,서울특별시 마포구 양화로 125 (서교동),서울특별시
마포경찰서후문,37.5508,126.953432,general,서울특별시 마포구 마포대로 173-14 (아현동),서울특별시
공덕,37.545913,126.952956,general,서울특별시 마포구 마포대로 130 (공덕동),서울특별시
합정폴리스R,37.5509,126.9134,reserve,"서울특별시 마포구 양화로 45 (서교동, 메세나폴리스)",서울특별시
홍대공항철도역,37.557491,126.925146,general,서울특별시 마포구 양화로 178 (동교동),서울특별시
마포염리,37.543876,126.94768,general,서울특별시 마포구 독막로 311 (염리동),서울특별시
서강광흥창역,37.549377,126.931661,general,서울특별시 마포구 서강로 69 (창전동),서울특별시
합정,37.54997888,126.9125404,general,"서울특별시 마포구 월드컵로1길 14 (합정동) 마포한강푸르지오 110, 111, 112-2",서울특별시
서강대흥역,37.548178,126.941576,general,서울특별시 마포구 백범로 89-5 (대흥동),서울특별시
서교동사거리,37.553376,126.918564,general,서울특별시 마포구 양화로 105 (서교동),서울특별시
상암사보이시티,37.58146221,126.8887855,general,서울특별시 마포구 월드컵북로54길 17 (상암동),서울특별시
신촌오거리,37.555137,126.934694,general,서울특별시 마포구 신촌로16길 10 (노고산동),서울특별시
상암디지털큐브,37.57613522,126.8889264,general,서울특별시 마포구 상암산로 34,서울특별시
상수역,37.5474817,126.9232158,general,서울특별시 마포구 독막로 88 (상수동),서울특별시
공덕오거리,37.5424641,126.9505773,general,서울특별시 마포구 마포대로 86 (도화동) 창강빌딩,서울특별시
서강대,37.5524584,126.9378262,general,서울특별시 마포구 백범로 23 (신수동),서울특별시
상암MBC,37.58094224,126.8915854,general,서울특별시 마포구 성암로 267 (상암동),서울특별시
홍대역,37.557175,126.923654,general,"서울특별시 마포구 양화로 165, 상진빌딩 1층 (동교동)",서울특별시
동교,37.556928,126.919819,general,"서울특별시 마포구 월드컵북로 22, 영준빌딩 1층 (동교동)",서울특별시
애오개역,37.55232078,126.9556945,general,"서울특별시 마포구 마포대로 201, 마포트라팰리스II (아현동)",서울특별시
상암DMC,37.57770032,126.8909364,general,"서울특별시 마포구 월드컵북로 375, DMC이안오피스텔1단지 102호,202호 (상암동)",서울특별시
마포일진빌딩,37.54043451,126.9463168,general,"서울특별시 마포구 마포대로 45, 일진빌딩 1층 (도화동)",서울특별시
마포아크로,37.54133484,126.9488666,general,서울특별시 마포구 마포대로 68 (도화동) 마포아크로타워,서울특별시
홍대삼거리,37.55024764,126.9232823,general,서울특별시 마포구 와우산로 64 (상수동),서울특별시
망원역,37.555829,126.910637,general,서울특별시 마포구 월드컵로 74 (서교동),서울특별시
마포이마트,37.542421,126.953341,general,서울특별시 마포구 백범로 212 (신공덕동) 마포이마트,서울특별시
합정메세나몰,37.55005847,126.9135588,general,"서울특별시 마포구 양화로 45 (서교동, 메세나폴리스)",서울특별시
아현역대로,37.557097,126.954834,general,서울특별시 마포구 신촌로 262 (아현동),서울특별시
디지털미디어시티역,37.57614873,126.8989479,general,서울특별시 마포구 성암로 179 (상암동),서울특별시
홍대역8번출구,37.5567435,126.9241665,generalWT,서울특별시 마포구 양화로 166 (동교동),서울특별시
합정푸르지오,37.55094291,126.9124827,general,"서울특별시 마포구 월드컵로3길 14 (합정동, 마포 한강 2차 푸르지오)",서울특별시
홍대동교,37.55832805,126.9262465,general,서울특별시 마포구 양화로 192 (동교동),서울특별시
망원한강공원,37.55397485,126.8959278,general,서울특별시 마포구 마포나루길 435 (망원동),서울특별시
마포구청역,37.56495699,126.9025546,general,서울특별시 마포구 월드컵로 200 (성산동) 1층 일부,서울특별시
가재울뉴타운,37.57507214,126.9163599,general,"서울특별시 서대문구 가재울미래로 2 (남가좌동, DMC파크뷰자이2단지별동상가1층)",서울특별시
남가좌사거리,37.577386,126.920815,general,"서울특별시 서대문구 거북골로 84 (남가좌동, DMC에코자이104동)",서울특별시
신촌역,37.55625738,126.934653,general,서울특별시 서대문구 신촌로 73 (창천동),서울특별시
연희동,37.566702,126.930475,general,서울특별시 서대문구 연희로 97 (연희동),서울특별시
아현역,37.558421,126.956349,general,"서울특별시 서대문구 신촌로35길 10 (북아현동, e편한세상신촌 4단지)",서울특별시
홍제역,37.588658,126.943864,general,서울특별시 서대문구 통일로 451 (홍제동),서울특별시
연세백양로,37.56287446,126.93744,general,서울특별시 서대문구 연세로 50 (신촌동) 연세대학교,서울특별시
연희DT,37.5702143,126.9339777,generalDT,서울특별시 서대문구 연희로 144 (연희동),서울특별시
경기대,37.56367995,126.9646045,general,서울특별시 서대문구 충정로 53 (충정로2가),서울특별시
신촌,37.55648577,126.9371155,general,서울특별시 서대문구 연세로 10-1 (창천동),서울특별시
이대,37.55848315,126.9459643,general,서울특별시 서대문구 이화여대길 34 (대현동),서울특별시
연세종합관,37.56146854,126.9411197,general,"서울특별시 서대문구 연세로 50, 연세세브란스 종합관 (신촌동)",서울특별시
이대ECC,37.561631,126.94735,general,서울특별시 서대문구 이화여대길 52 (대현동) 이화여자대학교 B415호,서울특별시
연대,37.558706,126.936727,general,서울특별시 서대문구 연세로 35 (창천동),서울특별시
충정로역,37.56137,126.963219,general,서울특별시 서대문구 충정로 23,서울특별시
연대동문,37.56648507,126.9463253,general,서울특별시 서대문구 성산로 565 (대신동),서울특별시
신촌명물거리,37.55776843,126.9381545,general,"서울특별시 서대문구 명물길 24, 1-5층 (창천동)",서울특별시
충정타워,37.559869,126.96411,general,"서울특별시 서대문구 서소문로 21, 충정타워빌딩 1층 (충정로3가)",서울특별시
이대역,37.55705845,126.9464537,general,서울특별시 서대문구 신촌로 183 (대현동),서울특별시
북가좌DT,37.580758,126.911478,generalDT,서울특별시 서대문구 응암로 85 (북가좌동),서울특별시
현대신촌,37.55608306,126.9358449,general,서울특별시 서대문구 신촌로 83 (창천동),서울특별시
